"year","ACCESS-CM2_245","ACCESS-ESM1-5_245","BCC-CSM2-MR_245","CAMS-CSM1-0_245","CanESM5-CanOE_245","CanESM5_245","CESM2-WACCM_245","CESM2_245","CIESM_245","CMCC-CM2-SR5_245","CMCC-ESM2_245","GISS-E2-1-G_245","HadGEM3-GC31-LL_245","INM-CM4-8_245","INM-CM5-0_245","MIROC-ES2L_245","MIROC6_245","NorESM2-LM_245","NorESM2-MM_245","UKESM1-0-LL_245"
1850,0.197898467525996,0.0822141557586641,0.0332362681386215,-0.0168292677475227,0.0133699866258289,-0.0891355905216888,0.0208423043688083,-0.0374712689761396,-0.112581405383318,-0.112835201465497,-0.0558693143736866,0.00735298352553805,0.138174542096054,-0.131782394356853,-0.108325726128056,0.00652114920593381,-0.0354667848488967,-0.000633390723077367,0.13169437499472,0.177607268473958
1851,0.190119139991953,0.0781996119254739,0.0299467815703216,-0.0195253360248369,0.0096540409910553,-0.0893349738888483,0.0188346492793867,-0.0370541736173695,-0.112891077554223,-0.113543980051238,-0.0582672217107371,0.00578309040888816,0.132718724799613,-0.130141033257281,-0.107559581393255,0.0048923252587406,-0.0352205695438002,-0.000401566332723517,0.127117944023203,0.172725117434816
1852,0.182444570708698,0.0742530609245337,0.0267346225928661,-0.0221434680270973,0.00603597489232192,-0.0894726630190074,0.0168715097741623,-0.0366291875531566,-0.11312657347794,-0.114163659339892,-0.0605636830799881,0.00425608106918199,0.127341020958946,-0.128474720986387,-0.106755281240275,0.00330894977500314,-0.0349609102437976,-0.000176583124171591,0.122595623972103,0.167890562556167
1853,0.17487516896589,0.0703737028045566,0.0235997969258104,-0.024682167779147,0.00251490763818855,-0.0895501499593742,0.0149520591013034,-0.0361975909458202,-0.113287504934488,-0.114694963580385,-0.0627586309504987,0.00277132144462723,0.122040876392631,-0.126783034457675,-0.105912840407969,0.00177061428186811,-0.0346883084676851,4.03056911317701e-05,0.118127032172008,0.163101720982127
1854,0.167411344053188,0.0665607376142552,0.0205423102887096,-0.0271399393058289,-0.000910041462784972,-0.0895689267571571,0.0130754705089781,-0.0357606639576795,-0.113373483703886,-0.115138617021641,-0.0648519977913279,0.00132817747343156,0.116817736919248,-0.125065550584647,-0.10503227363519,0.000276910306482179,-0.0344032657342591,0.000247846901739926,0.113711785953509,0.158356709856813
1855,0.160053505260253,0.0628133654023427,0.0175621684011191,-0.0295152866319861,-0.00423975310203883,-0.0895304854595642,0.0112409172453546,-0.0353196867510539,-0.113384121566156,-0.115495343912589,-0.0668437160715351,-7.3984906197355e-05,0.111671048357378,-0.123321846280806,-0.104113595660794,-0.00117257062400796,-0.0341062835623156,0.000444787296206236,0.109349502647194,0.15365364632434
1856,0.152802061876744,0.0591307862175318,0.0146593769825941,-0.0318067137824616,-0.00747510797101322,-0.0894363181138038,0.00944757255860128,-0.0348759394882626,-0.113319030301315,-0.115765868502153,-0.0687337182601793,-0.00143579975605183,0.1066002565256,-0.121551498459657,-0.103156821223633,-0.00257823698245564,-0.0337978634706511,0.000629873663084057,0.105039799583654,0.148990647528826
1857,0.14565742319232,0.0555122001085355,0.0118339417526898,-0.0340127247820984,-0.0106169867611483,-0.0892879167670841,0.00769460969688624,-0.0344307023316248,-0.113177821689385,-0.11595091503926,-0.0705219368263196,-0.0027579011379242,0.101604807242493,-0.119754084034702,-0.102161965062561,-0.00394049724171417,-0.0334785069780616,0.00080185279092675,0.100782294093476,0.144365830614385
1858,0.13861999849664,0.0519568071240666,0.00908586843096161,-0.0361318236557396,-0.0136662701638843,-0.0890867734666133,0.00598120190837775,-0.03398525544346,-0.112960107510385,-0.116051207772836,-0.0722083042390152,-0.00404092311360678,0.096684146326638,-0.117929179919444,-0.101129041916433,-0.00525975987463688,-0.0331487156033435,0.000959471468287673,0.0965766035072511,0.139777312725135
1859,0.131690197079365,0.0484638073128381,0.00641516273696469,-0.0381625144282281,-0.0166238388706614,-0.0888343802595996,0.00430652244124401,-0.0335408789860873,-0.112665499544334,-0.116067470951807,-0.0737927529673253,-0.00528549974489189,0.0918377195966134,-0.116076363027387,-0.1000580665241,-0.00653643335407709,-0.032808990865293,0.00110147648372019,0.0924223451555682,0.135223211005192
1860,0.124868428230154,0.0450324007235628,0.00382183039025433,-0.0401033011244069,-0.0194905735729197,-0.0885322291932512,0.00266974454365327,-0.033098853121826,-0.112293609571253,-0.116000428825099,-0.075275215480309,-0.00649226509357187,0.0870649728709993,-0.114195210272033,-0.0989490536244183,-0.00777092615288813,-0.0324598342827064,0.00122661462577764,0.0883191363690167,0.130701642598671
1861,0.118155101238665,0.0416617874049537,0.00130587711038579,-0.0419526877691191,-0.0222673549620994,-0.0881818123147764,0.00107004146377374,-0.0326604580129954,-0.111844049371161,-0.115850805641637,-0.0766556242470255,-0.00766185322143902,0.0823653519683754,-0.112285298566886,-0.0978020179562403,-0.0089636467439233,-0.0321017473743798,0.00133363268301341,0.0842665944781859,0.12621072464969
1862,0.11155062539456,0.0383511674057236,-0.00113269138308566,-0.0437091783872076,-0.0249550637296408,-0.0877846216713835,-0.000493413550226338,-0.0322269738219148,-0.111316430724078,-0.115619325650349,-0.0779339117365338,-0.00879489819028569,0.0777383027073215,-0.11034620482545,-0.0966169742584199,-0.0101150036000359,-0.0317352316591095,0.00142127744398085,0.0802643368136652,0.121748574302363
1863,0.105055409987497,0.0350997407745855,-0.00349386937060475,-0.0453712770035156,-0.027554580566984,-0.0873421493102805,-0.00202144725017875,-0.0317996807109034,-0.110710365410023,-0.11530671310016,-0.0791100104178932,-0.00989203406190417,0.0731832709064171,-0.108377505961227,-0.0953939372698109,-0.0112254051940794,-0.0313607886556917,0.0014882956972333,0.076311980706044,0.117313308700808
1864,0.0986698643071352,0.0319067075602523,-0.00577765113261624,-0.046937487642886,-0.0300667861655691,-0.0868558872786758,-0.00351488638791528,-0.0313798588422806,-0.110025465209017,-0.114913692239996,-0.0801838527601628,-0.0109538948980868,0.0686997023842419,-0.10637877888772,-0.094132921729267,-0.0122952599989069,-0.0309789198829228,0.00153343423132414,0.0724091434859116,0.112903044989141
1865,0.0923943976431349,0.0287712678114368,-0.00798403094956485,-0.0484063143301617,-0.0324925612168364,-0.0863273276237775,-0.00497455771526769,-0.0309687883783656,-0.109261341901079,-0.114440987318783,-0.0811553712324017,-0.0119811147606259,0.0642870429593757,-0.104349600518433,-0.0928339423756418,-0.0133249764873718,-0.0305901268595989,0.00155543983480673,0.0685554424838573,0.108515900311478
1866,0.0862294192851554,0.025692621576852,-0.0101130031018953,-0.0497762610901859,-0.0348327864122261,-0.0857579623927939,-0.00640128798406775,-0.0305677494814777,-0.10841760726623,-0.113889322585447,-0.0820244983036691,-0.0129743277113139,0.059944738450398,-0.102289547766868,-0.0914970139477892,-0.0143149631323276,-0.0301949111045162,0.00155305929623441,0.0647504950304706,0.104149991811935
1867,0.0801753385228562,0.0226699689052107,-0.0121645618700524,-0.0510458319478016,-0.0370883424431783,-0.0851492836329332,-0.00779590394614725,-0.0301780223139361,-0.107493873084488,-0.113259422288915,-0.0827911664430242,-0.0139341678119429,0.0556722346758886,-0.10019819754653,-0.0901221511845626,-0.0152656284066273,-0.0297937741364711,0.00152503940416056,0.0609939184563407,0.0998034366346284
1868,0.0742325646458967,0.0197025098452259,-0.0141387015344808,-0.0522135309278517,-0.0392601100011332,-0.0845027833914036,-0.00915923235333797,-0.0298008870380603,-0.106489751135873,-0.112552010678112,-0.083455308119526,-0.0148612691243054,0.0514689774544271,-0.0980751267709207,-0.0887093688248159,-0.0161773807831245,-0.0293872174742597,0.00147012694713852,0.0572853300920571,0.0954743519236743
1869,0.0684015069439365,0.0167894444456104,-0.0160354163756253,-0.0532778620551793,-0.041348969777531,-0.0838199537154135,-0.0104920999574717,-0.0294376238161693,-0.105404853200406,-0.111767812001965,-0.0840168558022338,-0.0157562657101937,0.0473344126045932,-0.095919912353544,-0.0872586816074029,-0.0170506287346724,-0.0289757426366783,0.00138706871372166,0.0536243472682091,0.0911608548231891
1870,0.0626825747066351,0.0139299727550771,-0.0178547006739305,-0.0542373293546273,-0.0433558024638119,-0.0831022866521708,-0.0117953335103801,-0.0290895128105826,-0.104238791058105,-0.110907550509399,-0.0844757419602066,-0.0166197916314,0.0432679859449666,-0.0937321312079029,-0.085770104271177,-0.0178857807341243,-0.0285598511425232,0.00127461149246334,0.050010587315386,0.086861062477289
1871,0.0570761772236519,0.0111232948223391,-0.0195965487098414,-0.0550904368510389,-0.0452814887514161,-0.082351274248884,-0.0130697597638951,-0.0287578341836193,-0.102991176488992,-0.109971950449341,-0.0848318990625037,-0.0174524809497168,0.039269143294127,-0.0915113602475006,-0.0842436515549922,-0.0186832452543336,-0.0281400445105905,0.00113150207191692,0.0464436675641773,0.0825730920300901
1872,0.0515827237846465,0.00836861069610901,-0.0212609547638025,-0.055835688569257,-0.0471269093317837,-0.0815684085527611,-0.0143162054698484,-0.0284438680975988,-0.101661621273085,-0.108961736070716,-0.0850852595781841,-0.0182549677269364,0.0353373304706539,-0.0892571763858402,-0.082679338197702,-0.0194434307681535,-0.0277168242596765,0.000956487240635751,0.0429232053451722,0.0782950606257088
1873,0.0462026236792784,0.00566512042509992,-0.0228479131162586,-0.0564715885341246,-0.0488929448963549,-0.0807551816110105,-0.0155354973800718,-0.0281488947148403,-0.100249737190404,-0.107877631622451,-0.0852357559763071,-0.0190278860248509,0.0314719932931272,-0.086969156536425,-0.0810771789381601,-0.0201667457484375,-0.0272906919085775,0.000748313787173195,0.0394488179889602,0.0740250854082612
1874,0.0409362861972071,0.00301202405802467,-0.0243574180476544,-0.0569966407704847,-0.0505804761365699,-0.0799130854708404,-0.016728462246397,-0.0278741941976632,-0.0987551360209691,-0.106720361353472,-0.0852833207259316,-0.0197718699052529,0.0276725775801264,-0.0846468776127582,-0.0794371885152204,-0.0208535986680387,-0.0268621489760897,0.000505728500082613,0.0360201228261306,0.0697612835218635
1875,0.0357841206280921,0.000408521643596165,-0.0257894638384348,-0.0574093493031804,-0.0521903837438689,-0.079043612179459,-0.0178959268206559,-0.0276210467083867,-0.0971774295448002,-0.105490649512704,-0.0852278862961171,-0.0204875534299346,0.0239385291502313,-0.0822899165283429,-0.0777593816677364,-0.0215043979998107,-0.0264316969810093,0.000227478167917362,0.0326367371872728,0.065501772110632
1876,0.030746536261593,-0.00214618676947269,-0.0271440447690444,-0.0577082181570547,-0.0537235484096921,-0.0781482537840744,-0.0190387178546801,-0.02739073240933,-0.0955162295419168,-0.104189220349075,-0.0850693851559224,-0.0211755706606884,0.0202692938220214,-0.0798978501966824,-0.0760437731345618,-0.0221195522166065,-0.0259998374421325,-8.76904207691973e-05,0.0292982784029761,0.0612446683186829
1877,0.0258239423873691,-0.004652901132469,-0.0284211551199279,-0.0578917513569505,-0.0551808508254797,-0.077228502331895,-0.0201576621003016,-0.0271845314628125,-0.0937711477923388,-0.102816798111509,-0.0848077497744069,-0.0218365556593065,0.0166643174140766,-0.0774702555312797,-0.0742903776545505,-0.0226994697912797,-0.0255670718782557,-0.000441030477423708,0.0260043638038298,0.0569880892901325
1878,0.02101674829508,-0.00711242139667987,-0.0296207891715302,-0.057958452927711,-0.0565631716826717,-0.0762858498701289,-0.021253586309352,-0.0270037240311534,-0.0919417960760858,-0.101374107048933,-0.0844429126206296,-0.0224711424875812,0.0131230457449764,-0.0750067094456382,-0.072499209966556,-0.0232445591966834,-0.025133901808175,-0.000833795213492811,0.0227546107204234,0.0527301521690969
1879,0.0163253632743852,-0.0095255475133924,-0.0307429412042958,-0.057906826894179,-0.0578713916727085,-0.0753217884459844,-0.0223273172336632,-0.0268495902766721,-0.0900277861731777,-0.0998618714102734,-0.0839748061636497,-0.023079965207305,0.00964492463330051,-0.0725067888532609,-0.070670284809432,-0.0237552289056711,-0.0247008287506867,-0.00126723784042315,0.0195486364833462,0.0484689740996923
1880,0.0117501966149442,-0.0118930794338937,-0.0317876054986697,-0.0577353772811977,-0.0591063914870302,-0.0743378101066696,-0.0233796816250668,-0.0267234103616877,-0.0880287298636341,-0.0982808154444557,-0.0834033628725264,-0.0236636578802702,0.00622939989762865,-0.0699700706676512,-0.0688036169220323,-0.0242318873910961,-0.0242683542245871,-0.00174261156966135,0.0163860584231875,0.0442026722260351
1881,0.00729165760641659,-0.0142158171094708,-0.0327547763350965,-0.05744260811361,-0.060269051817077,-0.073335406899393,-0.0244115062353947,-0.0266264644485196,-0.0859442389274749,-0.0966316634004061,-0.0827285152163188,-0.0242228545682689,0.00287591735654046,-0.0673961318023121,-0.0668992210432106,-0.0246749431258116,-0.0238369797486723,-0.00226116961265408,0.0132664938705368,0.0399293636922413
1882,0.00294725090554481,-0.0165070367847914,-0.033647548608959,-0.0570217535231196,-0.061372971981075,-0.0723289541406889,-0.0254350604554076,-0.0265738386771642,-0.0837754740348574,-0.09492492341582,-0.0819574730868957,-0.0247656781362519,-0.000426229778778628,-0.0647874615673486,-0.0649625657514128,-0.0250915096342482,-0.0234145638467063,-0.0028391212106373,0.0101800162791478,0.0356294653603526
1883,-0.00128619011423442,-0.0187775532174007,-0.0344688518996562,-0.0564694645178253,-0.0624291089033622,-0.0713289126928555,-0.0264601549648888,-0.0265771179280762,-0.0815243433156568,-0.0931690098234906,-0.0810971948549244,-0.025298464901721,-0.00368596563421936,-0.0621471983433695,-0.0629987645407972,-0.0254874449784734,-0.0230074845364769,-0.00348910567877837,0.007118083761066,0.0312884321103465
1884,-0.00540926308822035,-0.0210244741279025,-0.0352184325136565,-0.0557893704371628,-0.0634343796845464,-0.0703309029217464,-0.0274839284492047,-0.0266323304742616,-0.0791915797394703,-0.0913615061649911,-0.0801472357076614,-0.0258191691052961,-0.00690117039681633,-0.0594758926496339,-0.0610072995237861,-0.0258612744377965,-0.0226140225778165,-0.004207021339421,0.00408239063431841,0.0269119381132435
1885,-0.00942256565171224,-0.0232449072369005,-0.0358960367574285,-0.054985100620568,-0.0643857014252358,-0.069330545193215,-0.0285035195937213,-0.0267355045887268,-0.0767779162758948,-0.0894999959818947,-0.0791071508323632,-0.0263257449875968,-0.0100697242536041,-0.056774095005401,-0.0589876528128018,-0.0262115232915263,-0.0222324587305573,-0.00498876651490887,0.00107463121693186,0.0225056575400641
1886,-0.0133266954400093,-0.0254359602649986,-0.0365014109374409,-0.0540602844074764,-0.0652799912260382,-0.0683234598731149,-0.0295160670838048,-0.0268826685444781,-0.0742840858945273,-0.0875820628157746,-0.0779764954162862,-0.0268161467892428,-0.0131895073916174,-0.0540423559299298,-0.0569393065202667,-0.0265367168189719,-0.0218610737545318,-0.0058302395275857,-0.00190350017306672,0.0180752645618288
1887,-0.0171222500884109,-0.0275947409328005,-0.0370343013601621,-0.0530185511373239,-0.0661141661875616,-0.0673052673272994,-0.0305187096048213,-0.0270698506145217,-0.0717108215649648,-0.085605290208204,-0.076754824646687,-0.0272883287508539,-0.0162583999978906,-0.0512812259424795,-0.054861742758603,-0.0268353802994423,-0.0214981484095722,-0.00672733869979517,-0.00485030921765044,0.0136264333495581
1888,-0.0208098272322161,-0.0297183569609099,-0.0374944543320608,-0.0518635301495462,-0.066885143410414,-0.0662715879216223,-0.031508585842137,-0.0272930790718639,-0.0690588562568044,-0.0835672617007559,-0.0754416937108221,-0.0277402451130499,-0.0192742822594585,-0.0484912555623091,-0.052754443640233,-0.0271060390122465,-0.0211419634555109,-0.00767596235388098,-0.0077641015987924,0.00916483807427249
1889,-0.0243900245067243,-0.0318039160699306,-0.0378816161596056,-0.050598850783579,-0.0675898399952032,-0.0652180420219368,-0.0324828344811181,-0.0275483821895109,-0.0663289229396429,-0.0814655608350037,-0.074036657795948,-0.0281698501164503,-0.0222350343633556,-0.0456729953086778,-0.050616891277579,-0.0273472182366936,-0.0207907996521801,-0.00867200881218684,-0.0106431829984657,0.00469615290699242
1890,-0.0278634395472347,-0.0338485259804664,-0.0381955331492649,-0.049228142378858,-0.0682251730425373,-0.0641402499940966,-0.0334385942071307,-0.0278317882404691,-0.0635217545830774,-0.0792977711525204,-0.0725392720893213,-0.0285750980016749,-0.0251385364966166,-0.0428269957008446,-0.0484485677830633,-0.0275574432520926,-0.0204429377594122,-0.00971137639705645,-0.0134858590986434,0.000226052018738376
1891,-0.0312306699890466,-0.035849294413121,-0.0384359516075075,-0.047755034274819,-0.0687880596530243,-0.063033832203955,-0.0343730037055409,-0.0281393254977447,-0.0606380841567049,-0.0770614761948792,-0.0709490917781984,-0.0289539430093434,-0.0279826688462759,-0.0399538072580686,-0.0462489552691083,-0.0277352393377526,-0.0200966585370395,-0.0107899634308335,-0.0162904355812987,-0.00423979041946911
1892,-0.0344923134674592,-0.0378033290884983,-0.0386026178408019,-0.0461831558108977,-0.069275416927272,-0.0618944090173657,-0.0352832016617149,-0.028467022234344,-0.0576786446301223,-0.0747542595036532,-0.0692656720498358,-0.0293043393800755,-0.0307653115993682,-0.037053980499609,-0.0440175358481362,-0.0278791317729824,-0.0197502427448944,-0.0119036682358617,-0.0190552181284046,-0.00869570023660957
1893,-0.0376489676177717,-0.0397077377272018,-0.0386952781556165,-0.0445161363265299,-0.0696841619658884,-0.0607176008001822,-0.0361663267610188,-0.0288109067232732,-0.0546441689729267,-0.0723737046204157,-0.0674885680914901,-0.029624241354491,-0.0334843449429281,-0.0341280659447249,-0.0417537916325693,-0.0279876458370913,-0.0194019711428091,-0.0130483891344847,-0.0217785124219342,-0.0131360032616625
1894,-0.0407012300752835,-0.0415596280498355,-0.0387136788584202,-0.0427576051611513,-0.0700112118694816,-0.0594990279182578,-0.0370195176888189,-0.0291670072375386,-0.0515353901547151,-0.0699173950867399,-0.0656173350904177,-0.0299116031732095,-0.0361376490639902,-0.0311766141126753,-0.03945720473483,-0.0280593068093881,-0.019050124490616,-0.0142200244490463,-0.0244586241438607,-0.0175550253236075
1895,-0.0436496984752937,-0.0433561077770031,-0.0386575662556813,-0.0409111916541976,-0.0702534837386593,-0.0582343107374462,-0.0378399131304812,-0.0295313520501465,-0.0483530411450844,-0.0673829144441988,-0.0636515282338753,-0.0301643790768508,-0.0387231041495891,-0.0282001755227194,-0.0371272572673405,-0.0280926399691819,-0.0186929835481474,-0.0154144725018901,-0.027093858976157,-0.0219470922514239
1896,-0.0464949704531016,-0.0450942846293083,-0.0385266866538685,-0.0389805251451045,-0.0704078946740297,-0.0569190696236008,-0.038624651771372,-0.0298999694341031,-0.0450978549136317,-0.0647678462343657,-0.0615907027091192,-0.0303805233060346,-0.0412385903867594,-0.0251993006941162,-0.0347634313425231,-0.0280861705957818,-0.0183288290752356,-0.0166276316153598,-0.0296825226007964,-0.0263065298740914
1897,-0.0492376436440065,-0.0467712663273549,-0.0383207863594504,-0.0369692349733079,-0.0704713617762007,-0.0555489249425751,-0.0393708722968573,-0.0302688876624148,-0.0417705644299539,-0.0620697739988137,-0.059434413703406,-0.0305579901013806,-0.0436819879625356,-0.0221745401461249,-0.0323652090728002,-0.0280384239684968,-0.017955941831713,-0.0178554001117991,-0.032222920699752,-0.0306276640205894
1898,-0.0518783156833076,-0.0483841605917467,-0.0380396116788955,-0.0348809504782433,-0.0704408021457801,-0.0541194970602226,-0.0400757133923033,-0.0306341350080877,-0.038371902663648,-0.0592862812791159,-0.0571822164039922,-0.0306947337035084,-0.0460511770639524,-0.0191264443980045,-0.0299320725705941,-0.0279479253666359,-0.0175726025774118,-0.0190936763135518,-0.0347133589549967,-0.0349048205198975
1899,-0.0544175842063041,-0.0499300751430874,-0.0376829089186724,-0.0327193009993466,-0.0703131328833761,-0.0526264063423968,-0.0407363137430761,-0.0309917397441282,-0.0349026025843111,-0.0564149516168456,-0.0548336659981343,-0.0307887083530379,-0.0483440378780444,-0.0160555639690143,-0.0274635039483269,-0.0278132000695081,-0.0171770920721643,-0.0203383585429616,-0.0371521430485038,-0.0391323252009951
1900,-0.0568560468482954,-0.0514061177019808,-0.0372504243852497,-0.0304879158760535,-0.0700852710895964,-0.0510652731549512,-0.041349812034542,-0.0313377301435425,-0.03136339716154,-0.053453368553576,-0.0523883176730889,-0.0308378682905887,-0.0505584505918461,-0.0129624493784132,-0.0249589853184211,-0.0276327733564224,-0.016767691075803,-0.021585345122372,-0.0395375786622463,-0.0433045038928618
1901,-0.0591943012445807,-0.0528093959890307,-0.036741904385096,-0.0281904244477997,-0.0697541338650491,-0.0494317178637393,-0.0419133469520671,-0.0316681344793368,-0.0277550193649319,-0.0503991156308802,-0.0498457266161124,-0.0308401677567805,-0.0526922953923922,-0.00984765114546032,-0.022417998793299,-0.027405170506688,-0.0163426803481601,-0.0228305343741269,-0.0418679714781972,-0.0474156824244771
1902,-0.0614329450304591,-0.0541370177248407,-0.0361570952246798,-0.025830456054021,-0.0693166383103422,-0.0477213608346147,-0.0424240571810174,-0.0319789810245176,-0.0240782021640837,-0.0472497763903313,-0.0472054480144613,-0.0307935609922331,-0.0547434524667172,-0.00671171978941486,-0.0198400264853828,-0.0271289167996137,-0.0159003406490679,-0.0240698246205699,-0.0441416271783299,-0.0514601866248204
1903,-0.0635725758412301,-0.0553860906300148,-0.0354957432104698,-0.0234116400341531,-0.0687697015260836,-0.0459298224334307,-0.0428790814067593,-0.0322662980520909,-0.0203336785285924,-0.0440029343735025,-0.0444670370553922,-0.0306960022375662,-0.0567098020018558,-0.00355520582953587,-0.0172245505070949,-0.0268025375145086,-0.0154389527383588,-0.0252991141840447,-0.0463568514446172,-0.0554323423228714
1904,-0.0656137913121927,-0.0565537224251566,-0.0347575946489344,-0.0209376057276317,-0.0681102406128812,-0.044052723026041,-0.0432755583146587,-0.0325261138350632,-0.0165221814280549,-0.040656173121967,-0.0416300489261616,-0.0305454457333994,-0.0585892241848426,-0.000378659785082456,-0.0145710529708575,-0.0264245579306818,-0.0149567973758651,-0.0265143013868951,-0.0485119499590323,-0.0593264753476094
1905,-0.0675571890786463,-0.0576370208308698,-0.0339423958465423,-0.0184119824738926,-0.067335172671343,-0.0420856829782989,-0.043610626590082,-0.0327544566464406,-0.0126444438320684,-0.037207076177298,-0.038694038814026,-0.0303398457203525,-0.060379599202712,0.00281736782468627,-0.011879015989093,-0.0259935033274423,-0.0144521553214191,-0.0277112845514646,-0.0506052284035484,-0.0631369115280141
1906,-0.0694033667758902,-0.0586330935677584,-0.0330498931097621,-0.0158383996123714,-0.066441414802077,-0.0400243226560581,-0.0438814249183951,-0.0329473547592294,-0.00870119871022972,-0.0336532270810686,-0.0356585619062418,-0.0300771564390452,-0.0620788072424988,0.00603232648051121,-0.00914792167422363,-0.0255078989840991,-0.013923307334853,-0.0288859620000971,-0.0526349924601384,-0.066857976693065
